name,record,weight_class,nick_name
Courtney Turner,0-0-0 (W-L-D),Lightweight,
Jalin Turner,14-9-0 (W-L-D),Lightweight,"""The Tarantula"""
Austin Tweedy,8-2-0 (W-L-D),Lightweight,"""The Flash"""
Marcin Tybura,27-9-0 (W-L-D),Heavyweight,"""Tybur"""
Takeru Uchida,1-0-0 (W-L-D),Flyweight,
Tagir Ulanbekov,17-2-0 (W-L-D),Flyweight,
Carlos Ulberg,13-1-0 (W-L-D),Light Heavyweight,"""Black Jag"""
Gasan Umalatov,15-5-1 (W-L-D),Welterweight,"""Cobra"""
Caol Uno,25-13-5 (W-L-D),Lightweight,
Logan Urban,0-0-0 (W-L-D),Welterweight,
Hector Urbina,25-10-0 (W-L-D),Welterweight,"""El Toro"""
Elias Urbina,3-1-0 (W-L-D),Middleweight,
Gilbert Urbina,7-4-0 (W-L-D),Welterweight,"""The RGV Bad Boy"""
Nick Urso,10-4-0 (W-L-D),Flyweight,
Yasuhiro Urushitani,19-6-6 (W-L-D),Flyweight,
Sho Patrick Usami,0-0-0 (W-L-D),Lightweight,
Kamaru Usman,21-4-0 (W-L-D),Welterweight,"""Nigerian Nightmare"""
Mohammed Usman,12-4-0 (W-L-D),Heavyweight,"""The Motor"""
Darren Uyenoyama,8-5-0 (W-L-D),Flyweight,"""BC"""
Richie Vaculik,10-5-0 (W-L-D),Flyweight,"""Vas"""
Artem Vakhitov,1-0-0 (W-L-D),Light Heavyweight,
Genaro Valdez,10-3-0 (W-L-D),Lightweight,"""Rayadito"""
Charlie Valencia,12-7-0 (W-L-D),Bantamweight,
Robert Valentin,11-5-0 (W-L-D),Middleweight,"""Robzilla"""
Ivan Valenzuela,0-1-0 (W-L-D),Middleweight,
Timur Valiev,18-3-0 (W-L-D),Bantamweight,"""Lucky"""
Victor Valimaki,8-3-0 (W-L-D),Light Heavyweight,"""The Matrix"""
Kevin Vallejos,15-1-0 (W-L-D),Featherweight,"""El Chino"""
Isaac Vallie-Flagg,14-5-1 (W-L-D),Lightweight,
Joshua Van,15-2-0 (W-L-D),Flyweight,"""The Fearless"""
Mike Van Arsdale,10-3-1 (W-L-D),Light Heavyweight,
Matt Van Buren,7-4-0 (W-L-D),Light Heavyweight,"""Gutter"""
Ron Van Clief,0-0-0 (W-L-D),N/A,
Cameron VanCamp,15-7-1 (W-L-D),Lightweight,"""Jumpman"""
Jared Vanderaa,12-10-0 (W-L-D),Heavyweight,
Austin Vanderford,13-2-0 (W-L-D),Welterweight,
Lando Vannata,12-7-2 (W-L-D),Lightweight,"""Groovy"""
Paige VanZant,8-5-0 (W-L-D),Women's Flyweight,"""12 Gauge"""
Paul Varelans,0-0-0 (W-L-D),N/A,
Kazula Vargas,12-5-0 (W-L-D),Lightweight,
Jamie Varner,21-11-1 (W-L-D),Lightweight,
Guilherme Vasconcelos,3-2-0 (W-L-D),Middleweight,"""Bomba"""
Yuri Vaulin,0-0-0 (W-L-D),Lightweight,
Manny Vazquez,11-2-0 (W-L-D),Flyweight,
Javier Vazquez,16-5-0 (W-L-D),Featherweight,"""Showtime"""
Matt Veach,11-2-0 (W-L-D),Lightweight,
Joe Vedepo,9-3-0 (W-L-D),Middleweight,"""The Doctor"""
Kelly Velasco,2-2-0 (W-L-D),Women's Bantamweight,"""Killer"""
Greg Velasco,0-1-0 (W-L-D),Heavyweight,
Cain Velasquez,14-3-0 (W-L-D),Heavyweight,
David Velasquez,0-0-0 (W-L-D),Lightweight,
Bojan Velickovic,15-6-1 (W-L-D),Welterweight,"""Serbian Steel"""
Karlos Vemola,10-4-0 (W-L-D),Middleweight,
Luigi Vendramini,9-3-0 (W-L-D),Lightweight,"""The Italian Stallion"""
Marlon Vera,23-10-1 (W-L-D),Bantamweight,"""Chito"""
Brandon Vera,12-7-0 (W-L-D),Heavyweight,"""The Truth"""
Kerry Vera,0-0-0 (W-L-D),Women's Bantamweight,
Carlos Vera,12-4-0 (W-L-D),Bantamweight,"""Pequeno"""
Isis Verbeek,0-1-0 (W-L-D),Women's Strawweight,
Ernie Verdicia,0-0-0 (W-L-D),N/A,
Joe Veres,5-3-0 (W-L-D),Lightweight,"""Mighty"""
Nikolay Veretennikov,12-6-0 (W-L-D),Welterweight,
CJ Vergara,12-7-1 (W-L-D),Flyweight,
Renato Verissimo,5-2-0 (W-L-D),Welterweight,"""Charuto"""
Marvin Vettori,19-8-1 (W-L-D),Middleweight,"""The Italian Dream"""
Hugo Viana,8-4-0 (W-L-D),Bantamweight,"""Wolverine"""
Polyana Viana,13-8-0 (W-L-D),Women's Strawweight,"""Dama de Ferro"""
James Vick,13-5-0 (W-L-D),Welterweight,"""The Texecutioner"""
Tamires Vidal,7-4-0 (W-L-D),Women's Bantamweight,"""Tractor """
Ketlen Vieira,15-4-0 (W-L-D),Women's Featherweight,"""Fenomeno"""
Reginaldo Vieira,14-5-0 (W-L-D),Bantamweight,
Milton Vieira,13-8-2 (W-L-D),Featherweight,"""Miltinho"""
Rodolfo Vieira,10-3-0 (W-L-D),Middleweight,
Steve Vigneault,11-6-0 (W-L-D),Middleweight,"""Lion Heart"""
Gian Villante,17-14-0 (W-L-D),Heavyweight,
Ike Villanueva,18-14-0 (W-L-D),Light Heavyweight,"""Hurricane"""
Armando Villarreal,5-1-0 (W-L-D),Bantamweight,"""La Lumbre"""
Danillo Villefort,0-0-0 (W-L-D),Welterweight,"""Indio"""
Yuri Villefort,6-3-0 (W-L-D),Welterweight,
Marcos Vinicius,20-6-1 (W-L-D),Flyweight,"""Vina"""
Falaniko Vitale,14-3-0 (W-L-D),Middleweight,"""Niko"""
Cheyanne Vlismas,7-3-0 (W-L-D),Women's Strawweight,"""The Warrior Princess"""
Bobby Voelker,24-12-0 (W-L-D),Welterweight,"""Vicious"""
Mateo Vogel,0-1-0 (W-L-D),Featherweight,
Danylo Voievodkin,1-0-0 (W-L-D),Heavyweight,
Alexander Volkanovski,27-4-0 (W-L-D),Featherweight,"""The Great"""
Jacob Volkmann,15-4-0 (W-L-D),Lightweight,"""Christmas"""
Alexander Volkov,38-11-0 (W-L-D),Heavyweight,"""Drago"""
Jason Von Flue,13-6-1 (W-L-D),Welterweight,"""Live Wire"""
Jordan Vucenic,13-4-0 (W-L-D),Lightweight,"""The Epidemic"""
Chris Wade,12-3-0 (W-L-D),Lightweight,
Neil Wain,5-1-0 (W-L-D),Heavyweight,"""Old Skool"""
TJ Waldburger,16-9-0 (W-L-D),Welterweight,"""The Modern Day Warrior"""
Chase Waldon,11-3-0 (W-L-D),Middleweight,
Johnny Walker,21-9-0 (W-L-D),Light Heavyweight,
Julius Walker,6-1-0 (W-L-D),Light Heavyweight,"""Juice Box"""
Brogan Walker,8-4-0 (W-L-D),Women's Flyweight,"""Brogie The Bear"""
Donny Walker,14-8-0 (W-L-D),Bantamweight,"""Eagle Eye"""
Valter Walker,13-1-0 (W-L-D),Heavyweight,"""The Clean Monster """
Ben Wall,7-2-1 (W-L-D),Lightweight,"""Manimal"""
Rodney Wallace,9-2-0 (W-L-D),Light Heavyweight,"""Shonuff The Master"""
Crafton Wallace,13-2-1 (W-L-D),Middleweight,"""Blaze"""
Randall Wallace,15-7-0 (W-L-D),Middleweight,"""Braveheart"""
James Wallace,9-2-0 (W-L-D),Lightweight,"""Jesse"""
Jimmy Wallhead,29-11-0 (W-L-D),Welterweight,"""Judo"""
Cory Walmsley,10-1-0 (W-L-D),Light Heavyweight,"""Hard Cor"""
Patrick Walsh,5-3-0 (W-L-D),Middleweight,
Rich Walsh,9-6-0 (W-L-D),Welterweight,"""Filthy"""
Andy Wang,8-6-0 (W-L-D),Lightweight,"""The Yellow Peril"""
Joshua Wang-Kim,0-1-0 (W-L-D),Bantamweight,
Curt Warburton,7-3-0 (W-L-D),Lightweight,"""The War"""
Charlie Ward,3-3-0 (W-L-D),Welterweight,"""Relentless"""
Terrion Ware,17-8-0 (W-L-D),Bantamweight,"""Flash"""
Ron Waterman,16-6-0 (W-L-D),Heavyweight,
Dominic Waters,9-5-0 (W-L-D),Welterweight,"""Shonuff"""
Trey Waters,9-1-0 (W-L-D),Welterweight,"""The Truth"""
Michelle Waterson-Gomez,18-13-0 (W-L-D),Women's Strawweight,"""The Karate Hottie"""
Tom Watson,17-9-0 (W-L-D),Middleweight,"""Kong"""
Walel Watson,9-5-0 (W-L-D),Bantamweight,"""The Gazelle"""
Kyle Watson,16-8-1 (W-L-D),Lightweight,
Brok Weaver,15-6-0 (W-L-D),Lightweight,"""Chata TUska"""
Jonavin Webb,8-2-0 (W-L-D),Welterweight,"""The Spyder"""
Royston Wee,4-1-0 (W-L-D),Bantamweight,
Darian Weeks,5-3-0 (W-L-D),Welterweight,
Joshua Weems,11-3-0 (W-L-D),Bantamweight,"""Wide Open"""
Chris Weidman,16-8-0 (W-L-D),Middleweight,"""The All-American"""
Dakota Weigher,0-0-0 (W-L-D),Light Heavyweight,"""Iron Slap"""
Zhang Weili,26-3-0 (W-L-D),Women's Strawweight,"""Magnum"""
Mark Weir,17-2-0 (W-L-D),Middleweight,
Christian Wellisch,9-4-0 (W-L-D),Light Heavyweight,"""The Hungarian Nightmare"""
Malcolm Wellmaker,10-0-0 (W-L-D),Bantamweight,"""The Machine"""
Jeremiah Wells,12-4-1 (W-L-D),Welterweight,
Orlando Welt,0-0-0 (W-L-D),N/A,
Fabricio Werdum,24-8-1 (W-L-D),Heavyweight,"""Vai Cavalo"""
Mike Wessel,6-1-0 (W-L-D),Heavyweight,"""The Juggernaut"""
Sheldon Westcott,10-3-1 (W-L-D),Welterweight,
Alex White,13-6-0 (W-L-D),Lightweight,"""The Spartan"""
Vernon White,11-9-1 (W-L-D),Light Heavyweight,"""Tiger"""
Craig White,14-9-0 (W-L-D),Welterweight,"""The Thundercat"""
Patrik White,0-1-0 (W-L-D),Lightweight,"""Prime Time"""
Rob Whiteford,12-4-0 (W-L-D),Featherweight,"""The Hammer"""
Mike Whitehead,9-6-0 (W-L-D),Light Heavyweight,"""Iron"""
Garett Whiteley,8-3-0 (W-L-D),Lightweight,"""Goodnight"""
Emily Whitmire,4-5-0 (W-L-D),Women's Flyweight,"""Spitfire"""
Robert Whittaker,27-8-0 (W-L-D),Middleweight,"""The Reaper"""
Josh Wick,0-1-0 (W-L-D),Lightweight,
Adam Wieczorek,10-2-0 (W-L-D),Heavyweight,"""Siwy"""
Jonathan Wiezorek,7-1-0 (W-L-D),Heavyweight,"""Lock N Load"""
Justin Wilcox,0-0-0 (W-L-D),Lightweight,"""Silverback"""
Mike Wilkinson,9-2-0 (W-L-D),Featherweight,"""The Warrior"""
Rob Wilkinson,11-2-0 (W-L-D),Middleweight,"""Razor"""
Aaron Wilkinson,6-4-0 (W-L-D),Lightweight,"""The Daywalker"""
James Wilks,8-4-0 (W-L-D),Welterweight,"""Lightning"""
Khaos Williams,15-5-0 (W-L-D),Welterweight,"""The OxFighter"""
Cole Williams,11-3-0 (W-L-D),Welterweight,"""Havoc"""
Tim Williams,15-5-0 (W-L-D),Middleweight,
Patrick Williams,8-7-0 (W-L-D),Bantamweight,"""The Animal"""
Tedd Williams,0-0-0 (W-L-D),Heavyweight,
Pete Williams,8-5-0 (W-L-D),Heavyweight,"""El Duro (The Hard One)"""
Jordan Williams,9-6-0 (W-L-D),Welterweight,"""Bomaye"""
Karl Williams,10-2-0 (W-L-D),Heavyweight,
Justin Willis,8-2-0 (W-L-D),Heavyweight,"""Big Pretty"""
Jonathan Wilson,7-3-0 (W-L-D),Middleweight,"""Jonny Bravo"""
Chris Wilson,13-6-0 (W-L-D),Welterweight,"""The Professor"""
Westin Wilson,17-9-0 (W-L-D),Featherweight,
Matt Wiman,16-10-0 (W-L-D),Lightweight,
Eddie Wineland,24-16-1 (W-L-D),Bantamweight,
Deron Winn,7-3-0 (W-L-D),Middleweight,
Andre Winner,12-6-1 (W-L-D),Lightweight,
Eric Wisely,19-8-0 (W-L-D),Featherweight,"""Little Lee"""
Keith Wisniewski,28-14-1 (W-L-D),Welterweight,"""The Polish Connection"""
Jason Witt,19-9-0 (W-L-D),Welterweight,"""The Vanilla Gorilla"""
Travis Wiuff,22-3-0 (W-L-D),Light Heavyweight,"""The Diesel"""
Ray Wizard,0-0-0 (W-L-D),N/A,
Karolina Wojcik,1-0-0 (W-L-D),Women's Strawweight,
Danyelle Wolf,1-1-0 (W-L-D),Women's Featherweight,
Brandon Wolff,7-4-0 (W-L-D),Welterweight,
Joanne Wood,17-8-0 (W-L-D),Women's Flyweight,"""JoJo"""
Nathaniel Wood,21-6-0 (W-L-D),Featherweight,"""The Prospect"""
Val Woodburn,7-2-0 (W-L-D),Welterweight,"""The Animal"""
Tyron Woodley,19-7-1 (W-L-D),Welterweight,"""The Chosen One"""
Sean Woodson,13-2-1 (W-L-D),Featherweight,"""The Sniper"""
Cal Worsham,0-0-0 (W-L-D),N/A,
Khama Worthy,16-9-0 (W-L-D),Lightweight,"""The Death Star"""
Justin Wren,10-2-0 (W-L-D),Heavyweight,"""The Viking"""
Jordan Wright,12-5-0 (W-L-D),Light Heavyweight,"""The Beverly Hills Ninja"""
Marcin Wrzosek,10-4-0 (W-L-D),Lightweight,"""The Polish Zombie"""
Song Yadong,22-8-1 (W-L-D),Bantamweight,"""Kung Fu Kid"""
Jamie Yager,2-2-0 (W-L-D),Middleweight,"""chosyn-1"""
Eddie Yagin,16-5-1 (W-L-D),Featherweight,"""The Filipino Phenom"""
Rani Yahya,28-12-1 (W-L-D),Bantamweight,
Mohammad Yahya,12-5-0 (W-L-D),Featherweight,"""The UAE Warrior"""
Alexander Yakovlev,24-10-1 (W-L-D),Lightweight,"""Russian Thunder"""
Keichiro Yamamiya,0-0-0 (W-L-D),Middleweight,
Norifumi Yamamoto,18-6-0 (W-L-D),Bantamweight,"""Kid"""
Kenichi Yamamoto,0-0-0 (W-L-D),Welterweight,
Petr Yan,18-5-0 (W-L-D),Bantamweight,"""No Mercy"""
Yan Xiaonan,19-5-0 (W-L-D),Women's Strawweight,
Qihui Yan,1-2-0 (W-L-D),Women's Flyweight,
Wu Yanan,12-6-0 (W-L-D),Women's Bantamweight,"""Mulan"""
Adam Yandiev,9-1-0 (W-L-D),Middleweight,
Adrian Yanez,17-6-0 (W-L-D),Bantamweight,
Jianping Yang,7-4-1 (W-L-D),Featherweight,"""Tiger"""
Dongi Yang,12-3-0 (W-L-D),Middleweight,"""The Ox"""
Masutatsu Yano,0-0-0 (W-L-D),N/A,
Hu Yaozong,3-3-0 (W-L-D),Middleweight,"""Bad Boy"""
Emmanuel Yarbrough,0-0-0 (W-L-D),N/A,
Cale Yarbrough,0-1-0 (W-L-D),Middleweight,
Ashley Yoder,8-9-0 (W-L-D),Women's Strawweight,"""Spider Monkey"""
JooSang Yoo,9-0-0 (W-L-D),Featherweight,"""Zombie Jr."""
Sang Hoon Yoo,1-0-0 (W-L-D),Welterweight,
SuYoung You,15-3-0 (W-L-D),Bantamweight,"""You-Jitsu"""
Gauge Young,9-3-0 (W-L-D),Lightweight,"""Gee Money"""
Jason Young,9-6-0 (W-L-D),Featherweight,"""Shotgun"""
Shane Young,13-8-0 (W-L-D),Featherweight,"""Maraenui"""
Shanna Young,9-6-0 (W-L-D),Women's Flyweight,"""The Shanimal"""
Besam Yousef,6-2-0 (W-L-D),Welterweight,
Rob Yundt,7-2-0 (W-L-D),Middleweight,"""Monster"""
Sodiq Yusuff,13-5-0 (W-L-D),Lightweight,"""Super"""
Gilbert Yvel,36-16-1 (W-L-D),Heavyweight,"""The Hurricane"""
Luke Zachrich,14-4-0 (W-L-D),Middleweight,
Anton Zafir,7-3-0 (W-L-D),Welterweight,
Aiemann Zahabi,13-2-0 (W-L-D),Featherweight,
Joao Zaiden,0-0-0 (W-L-D),Light Heavyweight,
Youssef Zalal,17-5-1 (W-L-D),Featherweight,"""The Moroccan Devil"""
Zach Zane,12-8-0 (W-L-D),Welterweight,"""Dub-Z"""
Roger Zapata,4-3-0 (W-L-D),Welterweight,"""Viva"""
David Zawada,17-7-0 (W-L-D),Welterweight,"""Sagat"""
Manolo Zecchini,11-4-0 (W-L-D),Featherweight,"""Angelo Veneziano"""
Daniel Zellhuber,15-2-0 (W-L-D),Lightweight,"""Golden Boy"""
Rickson Zenidim,0-1-0 (W-L-D),Flyweight,
Yizha,25-5-0 (W-L-D),Featherweight,
Tiequan Zhang,18-4-0 (W-L-D),Lightweight,"""The Wolf"""
Daermisi Zhawupasi,2-2-0 (W-L-D),Bantamweight,
Daria Zhelezniakova,10-2-0 (W-L-D),Women's Bantamweight,"""Iron Lady"""
Lu Zhengyong,0-0-0 (W-L-D),Flyweight,
Lv Zhenhong,0-0-0 (W-L-D),Featherweight,"""Bull Demon King"""
Shang Zhifa,0-1-0 (W-L-D),Flyweight,
Yao Zhikui,2-5-0 (W-L-D),Flyweight,"""The Conqueror"""
Zhalgas Zhumagulov,14-9-0 (W-L-D),Flyweight,
Farès Ziam,17-4-0 (W-L-D),Lightweight,"""Smile Killer"""
James Zikic,16-3-0 (W-L-D),Light Heavyweight,"""The Messiah"""
Cat Zingano,10-4-0 (W-L-D),Women's Featherweight,"""Alpha"""
Igor Zinoviev,0-0-0 (W-L-D),Middleweight,
Allan Zuniga,13-2-0 (W-L-D),Lightweight,"""Tigre"""
